Txn_ID,Value_Date,Channel,Counterparty,Reference,Amount,Currency,Running_Balance
TXN0614,08/04/2026,PAYROLL,F Kowalski,PR-2026-04-04,-5783.29,GBP,10537996.67
TXN0615,08/04/2026,PAYROLL,S Villalobos,PR-2026-04-03,-4271.95,GBP,10533724.72
TXN0616,08/04/2026,PAYROLL,R Ekström,PR-2026-04-04,-3969.37,GBP,10529755.35
TXN0617,08/04/2026,PAYROLL,T Nakagawa,PR-2026-04-02,-3957.02,GBP,10525798.33
TXN0618,08/04/2026,PAYROLL,P Whitaker,PR-2026-04-02,-1579.96,GBP,10524218.37
TXN0619,08/04/2026,PAYROLL,G Mbeki,PR-2026-04-03,-1444.90,GBP,10522773.47
TXN0620,08/04/2026,PAYROLL,B Ndiaye,PR-2026-04-04,-2203.10,GBP,10520570.37
TXN0621,08/04/2026,PAYROLL,F Kowalski,PR-2026-04-04,-2541.06,GBP,10518029.31
TXN0622,08/04/2026,PAYROLL,J Lindqvist,PR-2026-04-04,-3297.90,GBP,10514731.41
TXN0623,08/04/2026,PAYROLL,A Whitcombe,PR-2026-04-01,-2692.12,GBP,10512039.29
TXN0624,08/04/2026,PAYROLL,L Duvalier,PR-2026-04-02,-3480.12,GBP,10508559.17
TXN0625,08/04/2026,PAYROLL,G Mbeki,PR-2026-04-03,-1745.20,GBP,10506813.97
TXN0626,08/04/2026,PAYROLL,R Ekström,PR-2026-04-04,-5309.96,GBP,10501504.01
TXN0627,08/04/2026,PAYROLL,D Oyelaran,PR-2026-04-02,-6142.75,GBP,10495361.26
TXN0628,08/04/2026,PAYROLL,O Ferreira,PR-2026-04-03,-1733.29,GBP,10493627.97
TXN0629,08/04/2026,PAYROLL,S Villalobos,PR-2026-04-03,-2178.65,GBP,10491449.32
TXN0630,08/04/2026,PAYROLL,C Farraday,PR-2026-04-03,-4753.34,GBP,10486695.98
TXN0631,08/04/2026,PAYROLL,G Mbeki,PR-2026-04-03,-5317.66,GBP,10481378.32
TXN0632,08/04/2026,PAYROLL,M Sorenson,PR-2026-04-01,-6037.05,GBP,10475341.27
TXN0633,08/04/2026,PAYROLL,L Duvalier,PR-2026-04-02,-4437.40,GBP,10470903.87
TXN0634,08/04/2026,PAYROLL,R Ekström,PR-2026-04-04,-3880.71,GBP,10467023.16
TXN0635,08/04/2026,PAYROLL,M Sorenson,PR-2026-04-01,-4204.28,GBP,10462818.88
TXN0636,08/04/2026,PAYROLL,D Oyelaran,PR-2026-04-02,-5968.21,GBP,10456850.67
TXN0637,08/04/2026,PAYROLL,Q Anand,PR-2026-04-01,-5083.10,GBP,10451767.57
TXN0638,08/04/2026,PAYROLL,A Whitcombe,PR-2026-04-01,-5750.62,GBP,10446016.95
TXN0639,08/04/2026,PAYROLL,N Baptiste,PR-2026-04-04,-5473.50,GBP,10440543.45
TXN0640,08/04/2026,PAYROLL,E Stanhope,PR-2026-04-01,-5424.21,GBP,10435119.24
TXN0641,08/04/2026,PAYROLL,P Whitaker,PR-2026-04-02,-2372.53,GBP,10432746.71
TXN0642,08/04/2026,PAYROLL,G Mbeki,PR-2026-04-03,-5063.77,GBP,10427682.94
TXN0643,08/04/2026,PAYROLL,K Achebe,PR-2026-04-03,-3809.38,GBP,10423873.56
TXN0644,08/04/2026,PAYROLL,M Sorenson,PR-2026-04-01,-4900.55,GBP,10418973.01
TXN0645,08/04/2026,PAYROLL,O Ferreira,PR-2026-04-03,-3088.16,GBP,10415884.85
TXN0646,08/04/2026,PAYROLL,I Petrosyan,PR-2026-04-01,-2435.07,GBP,10413449.78
TXN0647,08/04/2026,PAYROLL,D Oyelaran,PR-2026-04-02,-4575.20,GBP,10408874.58
TXN0648,08/04/2026,PAYROLL,O Ferreira,PR-2026-04-03,-1754.29,GBP,10407120.29
TXN0649,08/04/2026,PAYROLL,H Ravensdale,PR-2026-04-02,-3836.35,GBP,10403283.94
TXN0650,08/04/2026,PAYROLL,J Lindqvist,PR-2026-04-04,-2233.27,GBP,10401050.67
TXN0651,08/04/2026,PAYROLL,C Farraday,PR-2026-04-03,-3013.23,GBP,10398037.44
TXN0652,08/04/2026,PAYROLL,E Stanhope,PR-2026-04-01,-4065.45,GBP,10393971.99
TXN0653,08/04/2026,PAYROLL,I Petrosyan,PR-2026-04-01,-2603.39,GBP,10391368.60
TXN0654,08/04/2026,PAYROLL,Q Anand,PR-2026-04-01,-1926.87,GBP,10389441.73
TXN0655,08/04/2026,PAYROLL,E Stanhope,PR-2026-04-01,-5323.35,GBP,10384118.38
TXN0656,08/04/2026,PAYROLL,T Nakagawa,PR-2026-04-02,-2705.67,GBP,10381412.71
TXN0657,08/04/2026,PAYROLL,M Sorenson,PR-2026-04-01,-3486.92,GBP,10377925.79
TXN0658,08/04/2026,PAYROLL,F Kowalski,PR-2026-04-04,-5937.59,GBP,10371988.20
TXN0659,08/04/2026,PAYROLL,H Ravensdale,PR-2026-04-02,-5290.66,GBP,10366697.54
TXN0660,08/04/2026,PAYROLL,N Baptiste,PR-2026-04-04,-2697.49,GBP,10364000.05
TXN0661,08/04/2026,PAYROLL,E Stanhope,PR-2026-04-01,-2106.72,GBP,10361893.33
TXN0662,08/04/2026,PAYROLL,G Mbeki,PR-2026-04-03,-3394.10,GBP,10358499.23
TXN0663,08/04/2026,PAYROLL,I Petrosyan,PR-2026-04-01,-2359.60,GBP,10356139.63
TXN0664,08/04/2026,PAYROLL,T Nakagawa,PR-2026-04-02,-5433.15,GBP,10350706.48
TXN0665,08/04/2026,PAYROLL,C Farraday,PR-2026-04-03,-2154.89,GBP,10348551.59
TXN0666,08/04/2026,PAYROLL,N Baptiste,PR-2026-04-04,-2544.12,GBP,10346007.47
TXN0667,08/04/2026,PAYROLL,G Mbeki,PR-2026-04-03,-2597.55,GBP,10343409.92
TXN0668,08/04/2026,PAYROLL,B Ndiaye,PR-2026-04-04,-6073.49,GBP,10337336.43
TXN0669,08/04/2026,PAYROLL,D Oyelaran,PR-2026-04-02,-1837.25,GBP,10335499.18
TXN0670,08/04/2026,PAYROLL,A Whitcombe,PR-2026-04-01,-3383.67,GBP,10332115.51
TXN0671,08/04/2026,PAYROLL,L Duvalier,PR-2026-04-02,-3514.35,GBP,10328601.16
TXN0672,08/04/2026,PAYROLL,E Stanhope,PR-2026-04-01,-4396.91,GBP,10324204.25
TXN0673,08/04/2026,PAYROLL,P Whitaker,PR-2026-04-02,-2540.94,GBP,10321663.31
TXN0674,08/04/2026,PAYROLL,O Ferreira,PR-2026-04-03,-5880.46,GBP,10315782.85
TXN0675,08/04/2026,PAYROLL,F Kowalski,PR-2026-04-04,-2070.59,GBP,10313712.26
TXN0676,08/04/2026,PAYROLL,Q Anand,PR-2026-04-01,-2608.64,GBP,10311103.62
TXN0677,08/04/2026,PAYROLL,C Farraday,PR-2026-04-03,-3101.14,GBP,10308002.48
TXN0678,08/04/2026,PAYROLL,P Whitaker,PR-2026-04-02,-2408.09,GBP,10305594.39
TXN0679,08/04/2026,PAYROLL,B Ndiaye,PR-2026-04-04,-1320.61,GBP,10304273.78
TXN0680,08/04/2026,PAYROLL,M Sorenson,PR-2026-04-01,-4648.12,GBP,10299625.66
TXN0681,08/04/2026,PAYROLL,T Nakagawa,PR-2026-04-02,-5335.54,GBP,10294290.12
TXN0682,08/04/2026,PAYROLL,K Achebe,PR-2026-04-03,-4516.15,GBP,10289773.97
TXN0683,08/04/2026,PAYROLL,H Ravensdale,PR-2026-04-02,-6017.29,GBP,10283756.68
TXN0684,08/04/2026,PAYROLL,L Duvalier,PR-2026-04-02,-4518.38,GBP,10279238.30
TXN0685,08/04/2026,PAYROLL,E Stanhope,PR-2026-04-01,-5018.05,GBP,10274220.25
TXN0686,08/04/2026,PAYROLL,P Whitaker,PR-2026-04-02,-1633.34,GBP,10272586.91
TXN0687,08/04/2026,PAYROLL,G Mbeki,PR-2026-04-03,-1769.92,GBP,10270816.99
TXN0688,08/04/2026,PAYROLL,R Ekström,PR-2026-04-04,-5846.79,GBP,10264970.20
TXN0689,08/04/2026,BANK-CHG,Northgate Bank plc,CHG810745,-73.31,GBP,10264896.89
TXN0690,08/04/2026,BANK-CHG,Northgate Bank plc,CHG432418,-14.56,GBP,10264882.33
TXN0691,08/04/2026,BANK-CHG,Northgate Bank plc,CHG111859,-67.46,GBP,10264814.87
TXN0692,08/04/2026,BANK-CHG,Northgate Bank plc,CHG271013,-35.87,GBP,10264779.00
TXN0693,08/04/2026,BANK-CHG,Northgate Bank plc,CHG234859,-61.47,GBP,10264717.53
TXN0694,08/04/2026,BANK-CHG,Northgate Bank plc,CHG409499,-82.94,GBP,10264634.59
TXN0695,08/04/2026,BANK-CHG,Northgate Bank plc,CHG223986,-71.45,GBP,10264563.14
TXN0696,08/04/2026,BANK-CHG,Northgate Bank plc,CHG774278,-39.23,GBP,10264523.91
TXN0697,08/04/2026,BANK-CHG,Northgate Bank plc,CHG986596,-58.19,GBP,10264465.72
TXN0698,08/04/2026,BANK-CHG,Northgate Bank plc,CHG561077,-18.90,GBP,10264446.82
TXN0699,08/04/2026,BANK-CHG,Northgate Bank plc,CHG259788,-22.98,GBP,10264423.84
TXN0700,08/04/2026,BANK-CHG,Northgate Bank plc,CHG832677,-69.99,GBP,10264353.85
TXN0701,08/04/2026,BANK-CHG,Northgate Bank plc,CHG740825,-71.72,GBP,10264282.13
TXN0702,08/04/2026,BANK-CHG,Northgate Bank plc,CHG596759,-45.86,GBP,10264236.27
TXN0703,08/04/2026,BANK-CHG,Northgate Bank plc,CHG912467,-13.82,GBP,10264222.45
TXN0704,08/04/2026,BANK-CHG,Northgate Bank plc,CHG276107,-37.40,GBP,10264185.05
TXN0705,08/04/2026,BANK-CHG,Northgate Bank plc,CHG598681,-78.94,GBP,10264106.11
TXN0706,08/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-23,291.24,GBP,10264397.35
TXN0707,08/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-50,197.85,GBP,10264595.20
TXN0708,08/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF296832,77109.60,GBP,10341704.80
TXN0709,08/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF954626,-29113.51,GBP,10312591.29
TXN0710,08/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF243393,56443.80,GBP,10369035.09
TXN0711,08/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF214091,26778.78,GBP,10395813.87
TXN0712,08/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF333150,-74286.74,GBP,10321527.13
TXN0713,08/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF118252,70335.50,GBP,10391862.63
TXN0714,08/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF123612,-14557.68,GBP,10377304.95
TXN0715,09/04/2026,SUPPLIER-BACS,Calderwood Timber,INV-1009,-23714.24,GBP,10353590.71
TXN0716,09/04/2026,SUPPLIER-FPS,Hexham Fasteners,INV-1014,-1957.76,GBP,10351632.95
TXN0717,09/04/2026,SUPPLIER-CHAPS,Southwold Marine,INV-1055,-32432.82,GBP,10319200.13
TXN0718,09/04/2026,SUPPLIER-BACS,Rowanmere Facilities,INV-1066,-26545.39,GBP,10292654.74
TXN0719,09/04/2026,SUPPLIER-CHAPS,Prestwich Bearings,INV-1082,-20727.99,GBP,10271926.75
TXN0720,09/04/2026,SUPPLIER-BACS,Kelvinside Media,INV-1123,-34569.72,GBP,10237357.03
TXN0721,09/04/2026,SUPPLIER-FPS,Eastvale Packaging,INV-1131,-36121.51,GBP,10201235.52
TXN0722,09/04/2026,CARD-STL,Halewood Fuel Services,CRD29313204,-1214.36,GBP,10200021.16
TXN0723,09/04/2026,CARD-STL,Lowfield Hardware,CRD80942645,-757.56,GBP,10199263.60
TXN0724,09/04/2026,CARD-STL,Kingsmead Pharmacy,CRD49788990,-1707.87,GBP,10197555.73
TXN0725,09/04/2026,CARD-STL,Kingsmead Pharmacy,CRD52737090,-1473.48,GBP,10196082.25
TXN0726,09/04/2026,CARD-STL,Norbury Stationers,CRD97295949,-904.12,GBP,10195178.13
TXN0727,09/04/2026,CARD-STL,Elmswood Books,CRD91252343,-2696.51,GBP,10192481.62
TXN0728,09/04/2026,CARD-STL,Hartsmere Catering,CRD88918247,-569.99,GBP,10191911.63
TXN0729,09/04/2026,CARD-STL,Halewood Fuel Services,CRD44291662,-2958.86,GBP,10188952.77
TXN0730,09/04/2026,CARD-STL,Halewood Fuel Services,CRD93316645,-2221.54,GBP,10186731.23
TXN0731,09/04/2026,CARD-STL,Elmswood Books,CRD12391833,-2856.87,GBP,10183874.36
TXN0732,09/04/2026,CARD-STL,Halewood Fuel Services,CRD55807517,-610.37,GBP,10183263.99
TXN0733,09/04/2026,CARD-STL,Crestwood IT Retail,CRD89996357,-1936.78,GBP,10181327.21
TXN0734,09/04/2026,CARD-STL,Jubilee Fitness,CRD30928552,-2019.77,GBP,10179307.44
TXN0735,09/04/2026,CARD-STL,Kingsmead Pharmacy,CRD51761481,-213.22,GBP,10179094.22
TXN0736,09/04/2026,CARD-STL,Jubilee Fitness,CRD48711973,-3185.99,GBP,10175908.23
TXN0737,09/04/2026,CARD-STL,Norbury Stationers,CRD23382808,-2335.71,GBP,10173572.52
TXN0738,09/04/2026,CARD-STL,Cityline Rail,CRD41915121,-907.06,GBP,10172665.46
TXN0739,09/04/2026,CARD-STL,Bellamy Coffee Co,CRD14759609,-2981.04,GBP,10169684.42
TXN0740,09/04/2026,CARD-STL,Hartsmere Catering,CRD80717988,-2603.86,GBP,10167080.56
TXN0741,09/04/2026,CARD-STL,Cityline Rail,CRD92184625,-1271.98,GBP,10165808.58
TXN0742,09/04/2026,CARD-STL,Glenmoor Couriers,CRD88319084,-848.22,GBP,10164960.36
TXN0743,09/04/2026,CARD-STL,Dunmore Car Hire,CRD44336470,-1096.04,GBP,10163864.32
TXN0744,09/04/2026,CARD-STL,Fairhaven Parking,CRD91444749,-600.29,GBP,10163264.03
TXN0745,09/04/2026,CARD-STL,Halewood Fuel Services,CRD34756319,-1610.10,GBP,10161653.93
TXN0746,09/04/2026,CARD-STL,Norbury Stationers,CRD28291939,-2545.10,GBP,10159108.83
TXN0747,09/04/2026,CARD-STL,Glenmoor Couriers,CRD66962299,-543.63,GBP,10158565.20
TXN0748,09/04/2026,CARD-STL,Fairhaven Parking,CRD24466018,-3157.02,GBP,10155408.18
TXN0749,09/04/2026,CARD-STL,Kingsmead Pharmacy,CRD83072065,-2760.96,GBP,10152647.22
TXN0750,09/04/2026,CARD-STL,Dunmore Car Hire,CRD41632376,-1613.88,GBP,10151033.34
TXN0751,09/04/2026,CARD-STL,Crestwood IT Retail,CRD46873465,-2168.56,GBP,10148864.78
TXN0752,09/04/2026,CARD-STL,Inglewood Print Shop,CRD94061103,-483.75,GBP,10148381.03
TXN0753,09/04/2026,CARD-STL,Bellamy Coffee Co,CRD25591402,-2869.09,GBP,10145511.94
TXN0754,09/04/2026,CARD-STL,Norbury Stationers,CRD83940257,-553.50,GBP,10144958.44
TXN0755,09/04/2026,CARD-STL,Pinehurst Hotels,CRD46992942,-1670.10,GBP,10143288.34
TXN0756,09/04/2026,CARD-STL,Hartsmere Catering,CRD67686480,-1821.03,GBP,10141467.31
TXN0757,09/04/2026,CARD-STL,Dunmore Car Hire,CRD44893973,-1202.64,GBP,10140264.67
TXN0758,09/04/2026,CARD-STL,Glenmoor Couriers,CRD55410829,-1835.01,GBP,10138429.66
TXN0759,09/04/2026,CARD-STL,Lowfield Hardware,CRD83050695,-3723.31,GBP,10134706.35
TXN0760,09/04/2026,CARD-STL,Pinehurst Hotels,CRD29694985,-1535.03,GBP,10133171.32
TXN0761,09/04/2026,CARD-STL,Hartsmere Catering,CRD35788672,-539.13,GBP,10132632.19
TXN0762,09/04/2026,CARD-STL,Fairhaven Parking,CRD90065460,-3243.74,GBP,10129388.45
TXN0763,09/04/2026,DD-UTIL,Broadreach Broadband,DD465325,-384.49,GBP,10129003.96
TXN0764,09/04/2026,DD-UTIL,Broadreach Broadband,DD139808,-1852.41,GBP,10127151.55
TXN0765,09/04/2026,DD-UTIL,Metro Waste Services,DD377400,-1857.87,GBP,10125293.68
TXN0766,09/04/2026,DD-UTIL,Parkfield Rates,DD465546,-1271.18,GBP,10124022.50
TXN0767,09/04/2026,DD-UTIL,Shieldcrest Insurance,DD357359,-1818.24,GBP,10122204.26
TXN0768,09/04/2026,DD-UTIL,Cinderford Gas,DD179945,-600.44,GBP,10121603.82
TXN0769,09/04/2026,DD-UTIL,Shieldcrest Insurance,DD708509,-302.81,GBP,10121301.01
TXN0770,09/04/2026,DD-UTIL,Parkfield Rates,DD643354,-350.33,GBP,10120950.68
TXN0771,09/04/2026,DD-UTIL,Aquavale Water,DD399902,-423.15,GBP,10120527.53
TXN0772,09/04/2026,DD-UTIL,Parkfield Rates,DD398994,-1871.66,GBP,10118655.87
TXN0773,09/04/2026,DD-UTIL,Parkfield Rates,DD104397,-135.87,GBP,10118520.00
TXN0774,09/04/2026,DD-UTIL,Northern Grid Power,DD849698,-729.18,GBP,10117790.82
TXN0775,09/04/2026,DD-UTIL,Parkfield Rates,DD391898,-87.21,GBP,10117703.61
TXN0776,09/04/2026,DD-UTIL,Broadreach Broadband,DD915272,-947.68,GBP,10116755.93
TXN0777,09/04/2026,DD-UTIL,Broadreach Broadband,DD100254,-624.95,GBP,10116130.98
TXN0778,09/04/2026,DD-UTIL,Northern Grid Power,DD163129,-1853.52,GBP,10114277.46
TXN0779,09/04/2026,DD-UTIL,Aquavale Water,DD176896,-1236.82,GBP,10113040.64
TXN0780,09/04/2026,DD-UTIL,Broadreach Broadband,DD686716,-405.20,GBP,10112635.44
TXN0781,09/04/2026,DD-UTIL,Shieldcrest Insurance,DD175772,-492.94,GBP,10112142.50
TXN0782,09/04/2026,DD-UTIL,Northern Grid Power,DD936349,-232.25,GBP,10111910.25
TXN0783,09/04/2026,DD-UTIL,Parkfield Rates,DD188082,-1251.83,GBP,10110658.42
TXN0784,09/04/2026,DD-UTIL,Broadreach Broadband,DD658399,-129.99,GBP,10110528.43
TXN0785,09/04/2026,DD-UTIL,Shieldcrest Insurance,DD895783,-1529.46,GBP,10108998.97
TXN0786,09/04/2026,DD-UTIL,Northern Grid Power,DD167119,-558.13,GBP,10108440.84
TXN0787,09/04/2026,DD-UTIL,Broadreach Broadband,DD650257,-111.16,GBP,10108329.68
TXN0788,09/04/2026,DD-UTIL,Aquavale Water,DD491648,-644.63,GBP,10107685.05
TXN0789,09/04/2026,DD-UTIL,Parkfield Rates,DD961991,-1788.18,GBP,10105896.87
TXN0790,09/04/2026,DD-UTIL,Parkfield Rates,DD965383,-1027.03,GBP,10104869.84
TXN0791,09/04/2026,DD-UTIL,Broadreach Broadband,DD638082,-1405.66,GBP,10103464.18
TXN0792,09/04/2026,DD-UTIL,Metro Waste Services,DD705448,-370.69,GBP,10103093.49
TXN0793,09/04/2026,DD-UTIL,Metro Waste Services,DD490144,-1653.23,GBP,10101440.26
TXN0794,09/04/2026,DD-UTIL,Cinderford Gas,DD908649,-743.62,GBP,10100696.64
TXN0795,09/04/2026,DD-UTIL,Cinderford Gas,DD811506,-1247.95,GBP,10099448.69
TXN0796,09/04/2026,BANK-CHG,Northgate Bank plc,CHG182373,-64.30,GBP,10099384.39
TXN0797,09/04/2026,BANK-CHG,Northgate Bank plc,CHG775851,-61.20,GBP,10099323.19
TXN0798,09/04/2026,BANK-CHG,Northgate Bank plc,CHG363058,-7.28,GBP,10099315.91
TXN0799,09/04/2026,BANK-CHG,Northgate Bank plc,CHG236864,-81.12,GBP,10099234.79
TXN0800,09/04/2026,BANK-CHG,Northgate Bank plc,CHG567752,-57.65,GBP,10099177.14
TXN0801,09/04/2026,BANK-CHG,Northgate Bank plc,CHG708046,-38.40,GBP,10099138.74
TXN0802,09/04/2026,BANK-CHG,Northgate Bank plc,CHG378526,-38.37,GBP,10099100.37
TXN0803,09/04/2026,BANK-CHG,Northgate Bank plc,CHG170171,-62.06,GBP,10099038.31
TXN0804,09/04/2026,BANK-CHG,Northgate Bank plc,CHG733009,-65.83,GBP,10098972.48
TXN0805,09/04/2026,BANK-CHG,Northgate Bank plc,CHG671464,-23.27,GBP,10098949.21
TXN0806,09/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-82,84.55,GBP,10099033.76
TXN0807,09/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-50,404.62,GBP,10099438.38
TXN0808,09/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF364644,-70694.97,GBP,10028743.41
TXN0809,09/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF412927,-34459.55,GBP,9994283.86
TXN0810,09/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF965583,51415.94,GBP,10045699.80
TXN0811,09/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF370728,88459.94,GBP,10134159.74
TXN0812,09/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF701976,39993.77,GBP,10174153.51
TXN0813,09/04/2026,CARD-STL,Crestwood IT Retail,INV-1042,-311.75,GBP,10173841.76
TXN0814,10/04/2026,SUPPLIER-FPS,Kirkstall Glass,INV-1017,-46964.13,GBP,10126877.63
TXN0815,10/04/2026,SUPPLIER-FPS,Netherby Ceramics,INV-1020,-27070.00,GBP,10099807.63
TXN0816,10/04/2026,SUPPLIER-CHAPS,Vanbrugh Signage,INV-1028,-15824.04,GBP,10083983.59
TXN0817,10/04/2026,SUPPLIER-BACS,Calderwood Timber,INV-001039,-20542.38,GBP,10063441.21
TXN0818,10/04/2026,SUPPLIER-FPS,Hexham Fasteners,INV-1044,-2849.07,GBP,10060592.14
TXN0819,10/04/2026,SUPPLIER-CHAPS,Southwold Marine,INV-1085,-45845.14,GBP,10014747.00
TXN0820,10/04/2026,SUPPLIER-BACS,Rowanmere Facilities,INV-1096,-18260.82,GBP,9996486.18
TXN0821,10/04/2026,SUPPLIER-CHAPS,Prestwich Bearings,INV-1112,-19223.70,GBP,9977262.48
TXN0822,10/04/2026,SUPPLIER-BACS,Kelvinside Media,INV-1153,-42503.94,GBP,9934758.54
TXN0823,10/04/2026,SUPPLIER-FPS,Eastvale Packaging,INV1161,-10110.85,GBP,9924647.69
TXN0824,10/04/2026,SUPPLIER-CHAPS,Norhaven Instruments,INV-2335,-1204.125,GBP,9923443.57
TXN0825,10/04/2026,CARD-STL,Elmswood Books,CRD92623718,-2440.46,GBP,9921003.11
TXN0826,10/04/2026,CARD-STL,Elmswood Books,CRD30815501,-3297.85,GBP,9917705.26
TXN0827,10/04/2026,CARD-STL,Cityline Rail,CRD69952263,-542.49,GBP,9917162.77
TXN0828,10/04/2026,CARD-STL,Glenmoor Couriers,CRD42485701,-356.42,GBP,9916806.35
TXN0829,10/04/2026,CARD-STL,Glenmoor Couriers,CRD72467156,-1025.36,GBP,9915780.99
TXN0830,10/04/2026,CARD-STL,Cityline Rail,CRD78336767,-689.72,GBP,9915091.27
TXN0831,10/04/2026,CARD-STL,Fairhaven Parking,CRD91866819,-1584.48,GBP,9913506.79
TXN0832,10/04/2026,CARD-STL,Pinehurst Hotels,CRD25728707,-1941.50,GBP,9911565.29
TXN0833,10/04/2026,CARD-STL,Crestwood IT Retail,CRD83176952,-1860.42,GBP,9909704.87
TXN0834,10/04/2026,CARD-STL,Glenmoor Couriers,CRD34651037,-1237.17,GBP,9908467.70
TXN0835,10/04/2026,CARD-STL,Dunmore Car Hire,CRD83729611,-2053.93,GBP,9906413.77
TXN0836,10/04/2026,CARD-STL,Elmswood Books,CRD97444682,-1024.25,GBP,9905389.52
TXN0837,10/04/2026,CARD-STL,Pinehurst Hotels,CRD54407646,-895.81,GBP,9904493.71
TXN0838,10/04/2026,CARD-STL,Cityline Rail,CRD81699678,-353.92,GBP,9904139.79
TXN0839,10/04/2026,CARD-STL,Fairhaven Parking,CRD98211630,-782.17,GBP,9903357.62
TXN0840,10/04/2026,CARD-STL,Elmswood Books,CRD36609970,-3341.21,GBP,9900016.41
TXN0841,10/04/2026,CARD-STL,Jubilee Fitness,CRD46548119,-1003.33,GBP,9899013.08
TXN0842,10/04/2026,CARD-STL,Hartsmere Catering,CRD78286716,-1279.67,GBP,9897733.41
TXN0843,10/04/2026,CARD-STL,Bellamy Coffee Co,CRD95010156,-515.31,GBP,9897218.10
TXN0844,10/04/2026,CARD-STL,Dunmore Car Hire,CRD80263072,-2471.38,GBP,9894746.72
TXN0845,10/04/2026,CARD-STL,Aeroline Travel,CRD98489871,-2035.99,GBP,9892710.73
TXN0846,10/04/2026,CARD-STL,Hartsmere Catering,CRD29192840,-1194.75,GBP,9891515.98
TXN0847,10/04/2026,CARD-STL,Fairhaven Parking,CRD58407700,-3621.10,GBP,9887894.88
TXN0848,10/04/2026,CARD-STL,Cityline Rail,CRD86621606,-80.08,GBP,9887814.80
TXN0849,10/04/2026,CARD-STL,Inglewood Print Shop,CRD98596014,-3510.49,GBP,9884304.31
TXN0850,10/04/2026,CARD-STL,Hartsmere Catering,CRD68533139,-111.60,GBP,9884192.71
TXN0851,10/04/2026,CARD-STL,Bellamy Coffee Co,CRD55886066,-1146.14,GBP,9883046.57
TXN0852,10/04/2026,CARD-STL,Aeroline Travel,CRD63797755,-88.58,GBP,9882957.99
TXN0853,10/04/2026,CARD-STL,Lowfield Hardware,CRD67633992,-2065.86,GBP,9880892.13
TXN0854,10/04/2026,CARD-STL,Kingsmead Pharmacy,CRD78835211,-1002.45,GBP,9879889.68
TXN0855,10/04/2026,CARD-STL,Aeroline Travel,CRD23893242,-2540.07,GBP,9877349.61
TXN0856,10/04/2026,CARD-STL,Norbury Stationers,CRD78405518,-3174.14,GBP,9874175.47
TXN0857,10/04/2026,CARD-STL,Inglewood Print Shop,CRD30215326,-2692.35,GBP,9871483.12
TXN0858,10/04/2026,CARD-STL,Norbury Stationers,CRD38859632,-2309.83,GBP,9869173.29
TXN0859,10/04/2026,CARD-STL,Fairhaven Parking,CRD86088696,-547.46,GBP,9868625.83
TXN0860,10/04/2026,CARD-STL,Bellamy Coffee Co,CRD94485775,-627.87,GBP,9867997.96
TXN0861,10/04/2026,CARD-STL,Halewood Fuel Services,CRD80090913,-1082.06,GBP,9866915.90
TXN0862,10/04/2026,CARD-STL,Pinehurst Hotels,CRD75913888,-3189.26,GBP,9863726.64
TXN0863,10/04/2026,CARD-STL,Cityline Rail,CRD72368741,-1638.62,GBP,9862088.02
TXN0864,10/04/2026,CARD-STL,Jubilee Fitness,CRD83520828,-1298.67,GBP,9860789.35
TXN0865,10/04/2026,CARD-STL,Dunmore Car Hire,CRD69611310,-2949.37,GBP,9857839.98
TXN0866,10/04/2026,CARD-STL,Lowfield Hardware,CRD50790891,-3598.51,GBP,9854241.47
TXN0867,10/04/2026,CARD-STL,Glenmoor Couriers,CRD92383107,-3774.77,GBP,9850466.70
TXN0868,10/04/2026,CARD-STL,Aeroline Travel,CRD43149274,-1464.81,GBP,9849001.89
TXN0869,10/04/2026,CARD-STL,Inglewood Print Shop,CRD61154038,-3585.25,GBP,9845416.64
TXN0870,10/04/2026,CARD-STL,Lowfield Hardware,CRD88545499,-1458.14,GBP,9843958.50
TXN0871,10/04/2026,CARD-STL,Aeroline Travel,CRD73748247,-144.18,GBP,9843814.32
TXN0872,10/04/2026,CARD-STL,Lowfield Hardware,CRD40578340,-2439.78,GBP,9841374.54
TXN0873,10/04/2026,CARD-STL,Inglewood Print Shop,CRD96708008,-2685.84,GBP,9838688.70
TXN0874,10/04/2026,CARD-STL,Lowfield Hardware,CRD76117590,-3030.54,GBP,9835658.16
TXN0875,10/04/2026,CARD-STL,Fairhaven Parking,CRD45809085,-527.03,GBP,9835131.13
